Station;010 Wedding;032 Grunewald;042 Neukölln;077 Buch;085 Friedrichshagen;117 Schildhornstraße;124 Mariendorfer Damm;143 Silbersteinstraße;144 Silbersteinstraße;171 Mitte;174 Frankfurter Allee;190 Leipziger Straße;221 Karl-Marx-Straße
17.06.2023 01:00;11;12;11;18;17;13;15;12;13;14;15;12;13
17.06.2023 02:00;12;13;10;18;18;13;14;14;14;11;12;13;14
17.06.2023 03:00;14;15;10;18;18;15;15;15;15;12;13;15;14
17.06.2023 04:00;15;16;11;18;18;16;19;15;16;14;14;16;15
17.06.2023 05:00;16;17;12;20;17;18;19;18;18;14;16;16;16
17.06.2023 06:00;18;18;13;21;18;19;20;20;20;17;17;19;19
17.06.2023 07:00;21;21;16;23;18;20;23;21;21;21;20;23;21
17.06.2023 08:00;24;27;19;27;20;24;26;27;27;23;21;26;25
17.06.2023 09:00;23;30;19;25;22;28;25;28;28;23;23;27;24
17.06.2023 10:00;25;29;21;25;24;27;27;32;31;26;24;28;27
17.06.2023 11:00;27;29;21;25;24;29;28;31;31;25;24;30;29
17.06.2023 12:00;25;28;20;25;23;30;28;28;29;25;23;31;28
17.06.2023 13:00;23;25;20;40;21;28;29;27;29;25;22;27;28
17.06.2023 14:00;21;23;18;21;19;25;28;25;27;20;20;24;24
17.06.2023 15:00;14;16;13;26;17;17;19;19;21;15;16;20;20
17.06.2023 16:00;15;15;13;21;13;15;18;18;20;16;16;19;21
17.06.2023 17:00;13;19;13;19;13;18;18;18;18;14;14;17;21
17.06.2023 18:00;16;19;13;17;13;17;19;17;18;16;16;18;20
17.06.2023 19:00;17;20;15;18;11;18;21;19;21;17;14;23;25
17.06.2023 20:00;15;21;14;20;13;18;21;20;21;16;14;21;23
17.06.2023 21:00;17;23;16;21;14;20;20;20;20;16;16;20;24
17.06.2023 22:00;20;27;19;22;17;23;25;24;25;20;20;21;31
17.06.2023 23:00;24;27;23;24;21;26;28;32;33;25;23;28;34
18.06.2023 00:00;29;27;27;27;23;27;31;32;31;30;26;30;37
18.06.2023 01:00;32;27;28;30;25;27;32;42;41;31;27;31;42
18.06.2023 02:00;31;27;30;30;25;28;32;42;40;36;29;32;41
18.06.2023 03:00;30;29;30;29;26;27;35;39;37;43;32;32;38
18.06.2023 04:00;28;30;27;33;27;27;34;39;37;45;32;33;35
18.06.2023 05:00;28;30;26;33;28;28;33;36;35;44;32;33;34
18.06.2023 06:00;30;27;26;31;27;30;33;36;35;36;34;33;36
18.06.2023 07:00;31;28;27;29;27;30;35;38;37;33;35;35;35
18.06.2023 08:00;24;28;23;28;28;26;31;28;28;27;31;27;27
18.06.2023 09:00;18;24;15;23;25;22;23;20;22;15;20;21;20
18.06.2023 10:00;18;33;14;28;18;20;20;19;21;17;16;20;20
18.06.2023 11:00;15;30;11;38;16;18;17;18;19;15;15;18;17
18.06.2023 12:00;15;20;13;33;13;17;19;16;18;15;14;18;17
18.06.2023 13:00;14;18;13;30;13;16;17;17;19;15;14;17;18
18.06.2023 14:00;13;15;12;18;13;15;16;17;19;14;13;16;18
18.06.2023 15:00;15;14;11;16;13;15;17;15;17;14;14;16;18
18.06.2023 16:00;12;13;11;14;12;15;17;15;17;13;13;16;16
18.06.2023 17:00;14;12;12;15;12;14;16;15;17;13;13;15;16
18.06.2023 18:00;16;12;13;17;12;14;15;15;17;13;12;15;16
18.06.2023 19:00;14;13;13;17;12;15;16;14;16;14;14;16;18
18.06.2023 20:00;15;14;14;14;14;16;18;17;19;15;14;17;21
18.06.2023 21:00;18;16;17;15;16;20;21;19;21;16;17;17;24
18.06.2023 22:00;22;21;17;19;19;22;19;22;23;18;19;22;24
18.06.2023 23:00;33;25;17;21;22;23;21;22;24;19;21;26;25
19.06.2023 00:00;22;26;18;25;24;25;24;24;27;20;22;25;27
19.06.2023 01:00;21;26;20;24;25;25;27;27;29;23;23;25;28
19.06.2023 02:00;23;26;22;24;26;26;28;29;31;26;25;27;31
19.06.2023 03:00;24;26;24;26;26;28;29;34;34;28;27;28;31
19.06.2023 04:00;25;25;24;28;26;28;30;34;36;29;29;30;32
19.06.2023 05:00;27;25;25;25;27;31;32;35;37;30;30;31;33
19.06.2023 06:00;29;26;26;27;28;33;36;36;37;30;31;34;34
19.06.2023 07:00;30;26;27;26;29;36;35;39;43;33;30;35;35
19.06.2023 08:00;31;27;29;28;29;35;37;40;44;41;34;38;43
19.06.2023 09:00;41;26;33;29;29;37;35;44;50;49;33;40;45
19.06.2023 10:00;46;25;32;28;27;36;35;39;43;51;36;43;40
19.06.2023 11:00;37;23;28;26;24;34;32;36;41;;31;40;34
19.06.2023 12:00;36;23;31;25;21;32;33;34;39;82;29;41;37
19.06.2023 13:00;36;25;27;31;20;30;28;36;41;41;27;38;34
19.06.2023 14:00;31;24;24;49;20;29;26;30;34;80;23;31;28
19.06.2023 15:00;30;21;20;38;19;26;26;30;31;74;21;28;27
19.06.2023 16:00;32;21;21;24;18;27;27;28;34;31;19;28;29
19.06.2023 17:00;27;21;21;24;20;27;26;29;33;26;22;29;30
19.06.2023 18:00;27;21;21;22;20;24;26;27;31;26;23;27;30
19.06.2023 19:00;25;21;19;21;21;24;23;25;29;25;23;30;27
19.06.2023 20:00;28;20;25;23;21;26;24;29;33;25;24;28;28
19.06.2023 21:00;32;21;23;24;22;27;25;34;38;26;26;32;30
19.06.2023 22:00;27;23;23;28;23;29;27;31;33;27;26;31;31
19.06.2023 23:00;27;26;24;29;27;31;28;33;37;28;27;32;31
20.06.2023 00:00;28;30;26;30;29;32;30;33;36;29;29;35;33
20.06.2023 01:00;31;31;28;31;31;32;31;35;38;31;29;34;36
20.06.2023 02:00;31;33;29;31;33;34;35;36;38;31;29;34;37
20.06.2023 03:00;31;34;29;32;34;35;37;38;40;32;30;36;38
20.06.2023 04:00;32;35;30;33;34;38;39;38;40;34;31;36;38
20.06.2023 05:00;33;36;30;32;34;38;41;39;43;37;33;39;39
20.06.2023 06:00;34;35;32;33;33;39;46;41;43;40;35;41;41
20.06.2023 07:00;35;36;32;33;34;40;47;43;47;39;36;43;43
20.06.2023 08:00;38;36;34;33;33;43;49;48;55;41;41;44;46
20.06.2023 09:00;38;34;47;33;33;46;48;49;57;42;42;46;61
20.06.2023 10:00;39;34;38;35;35;48;47;48;54;53;38;53;48
20.06.2023 11:00;46;36;38;34;35;48;47;48;56;46;36;53;51
20.06.2023 12:00;43;34;39;36;37;41;49;51;53;47;37;50;48
20.06.2023 13:00;37;36;37;45;41;42;45;45;46;41;37;43;45
20.06.2023 14:00;36;33;34;40;36;38;42;42;45;45;34;42;43
20.06.2023 15:00;32;30;30;35;34;36;41;37;40;36;31;38;38
20.06.2023 16:00;28;30;24;36;31;28;32;29;32;28;25;34;31
20.06.2023 17:00;28;28;20;36;28;25;24;26;28;27;22;31;27
20.06.2023 18:00;25;22;16;35;24;22;22;23;25;23;19;25;23
20.06.2023 19:00;20;21;20;32;27;24;29;31;33;23;23;27;30
20.06.2023 20:00;25;23;25;28;27;30;32;34;37;29;28;34;33
20.06.2023 21:00;30;24;28;30;28;33;36;35;36;31;27;37;38
20.06.2023 22:00;30;27;33;34;29;37;38;35;37;34;28;37;42
20.06.2023 23:00;33;32;31;38;34;39;40;39;40;36;31;39;42
21.06.2023 00:00;35;36;33;41;36;38;42;41;42;38;34;40;44
21.06.2023 01:00;37;37;33;43;36;39;44;42;44;41;34;41;43
21.06.2023 02:00;40;38;34;47;37;40;44;43;45;37;34;39;43
21.06.2023 03:00;41;41;33;48;36;40;45;42;43;36;33;38;41
21.06.2023 04:00;37;40;32;46;36;40;44;40;42;35;32;37;39
21.06.2023 05:00;36;39;32;46;35;43;45;41;42;36;32;40;41
21.06.2023 06:00;37;39;35;47;38;43;50;48;50;39;36;43;45
21.06.2023 07:00;39;38;38;45;39;44;52;51;51;42;37;45;49
21.06.2023 08:00;39;40;35;43;43;45;52;46;47;40;37;44;45
21.06.2023 09:00;34;41;31;46;37;38;47;41;42;36;31;41;39
21.06.2023 10:00;26;32;24;35;24;30;32;30;32;33;28;34;30
21.06.2023 11:00;22;23;18;27;20;23;26;29;31;24;20;26;24
21.06.2023 12:00;19;21;16;29;17;19;21;20;22;19;17;21;22
21.06.2023 13:00;18;16;15;29;14;17;20;20;21;19;17;21;21
21.06.2023 14:00;17;14;14;26;13;16;19;18;21;29;15;19;23
21.06.2023 15:00;16;15;13;19;12;15;20;16;18;16;14;20;19
21.06.2023 16:00;13;13;12;16;12;14;18;16;17;15;14;18;16
21.06.2023 17:00;13;12;12;15;11;14;19;14;17;14;12;18;16
21.06.2023 18:00;13;13;13;15;12;15;17;15;18;13;13;17;17
21.06.2023 19:00;15;13;14;16;12;15;18;16;18;14;14;17;17
21.06.2023 20:00;16;16;17;17;14;17;19;18;21;16;15;20;21
21.06.2023 21:00;15;18;17;17;14;16;18;17;19;15;14;17;20
21.06.2023 22:00;18;20;19;18;16;16;19;19;21;18;16;19;22
21.06.2023 23:00;23;19;21;20;18;18;23;23;25;19;19;21;24
22.06.2023 00:00;25;23;20;23;21;22;25;25;27;20;22;21;28
22.06.2023 01:00;23;24;20;27;24;21;27;25;26;20;19;21;26
22.06.2023 02:00;20;26;18;26;24;20;23;21;23;21;18;20;23
22.06.2023 03:00;20;24;17;23;23;19;23;22;23;26;18;22;22
22.06.2023 04:00;21;22;19;24;23;20;24;22;25;25;20;23;25
22.06.2023 05:00;22;22;21;25;23;24;25;24;26;26;24;26;27
22.06.2023 06:00;22;21;20;26;25;25;26;25;27;27;21;25;25
22.06.2023 07:00;19;23;17;26;25;22;26;27;30;18;15;20;25
22.06.2023 08:00;19;19;17;21;16;22;26;24;28;19;18;18;25
22.06.2023 09:00;15;14;15;14;12;24;22;21;25;19;15;20;20
22.06.2023 10:00;15;12;12;15;10;17;14;16;19;16;12;18;16
22.06.2023 11:00;16;11;11;13;10;15;12;17;20;15;15;16;16
22.06.2023 12:00;15;10;11;13;9;15;12;17;20;17;12;17;14
22.06.2023 13:00;15;12;14;14;8;14;12;15;19;14;11;17;14
22.06.2023 14:00;15;12;12;12;8;13;12;14;17;13;10;16;14
22.06.2023 15:00;14;11;;12;9;16;13;14;19;14;11;16;14
22.06.2023 16:00;16;11;20;12;10;14;13;17;20;15;12;17;15
22.06.2023 17:00;17;12;12;13;10;18;14;15;18;13;12;16;15
22.06.2023 18:00;14;12;12;15;11;15;15;15;19;13;11;16;15
22.06.2023 19:00;15;12;14;16;12;15;16;17;21;14;13;17;16
22.06.2023 20:00;14;13;13;17;12;15;16;17;20;15;13;18;17
22.06.2023 21:00;15;14;14;17;13;16;16;17;19;15;14;18;18
22.06.2023 22:00;16;14;14;22;14;16;16;16;19;16;14;18;18
22.06.2023 23:00;21;20;19;24;16;23;21;21;23;24;17;31;23
23.06.2023 00:00;23;18;22;28;18;20;21;22;23;22;19;23;27
23.06.2023 01:00;22;21;20;26;19;23;21;22;24;23;21;24;25
23.06.2023 02:00;17;19;15;21;13;19;18;18;19;17;17;19;21
23.06.2023 03:00;15;19;12;16;12;16;16;14;16;14;15;16;16
23.06.2023 04:00;14;18;13;15;14;16;18;16;17;15;15;16;17
23.06.2023 05:00;13;17;12;15;15;15;16;15;16;13;13;15;15
23.06.2023 06:00;14;17;12;15;15;15;16;16;16;14;14;15;15
23.06.2023 07:00;15;17;14;16;16;17;19;17;18;15;16;17;17
23.06.2023 08:00;15;18;16;15;19;18;21;19;20;16;18;19;21
23.06.2023 09:00;17;19;18;14;22;22;24;24;24;21;20;23;24
23.06.2023 10:00;19;20;20;16;22;24;25;25;27;20;21;24;26
23.06.2023 11:00;17;20;17;18;23;22;23;21;23;19;18;21;22
23.06.2023 12:00;19;18;18;18;21;20;20;21;23;20;22;23;23
23.06.2023 13:00;20;19;20;18;17;23;24;24;25;22;21;26;26
23.06.2023 14:00;22;18;13;16;13;17;17;16;16;15;15;19;18
23.06.2023 15:00;13;14;13;12;12;15;14;16;16;16;15;18;17
23.06.2023 16:00;10;10;10;9;13;11;14;13;14;11;11;14;13
23.06.2023 17:00;9;10;9;8;9;10;12;12;13;10;10;12;14
23.06.2023 18:00;11;11;11;8;9;11;14;14;15;11;11;14;18
23.06.2023 19:00;12;12;11;9;10;12;15;15;15;13;12;15;20
23.06.2023 20:00;14;14;14;10;12;16;18;17;17;16;15;18;20
23.06.2023 21:00;17;15;17;11;15;18;20;20;23;19;18;21;22
23.06.2023 22:00;16;17;18;14;17;18;20;19;23;18;16;19;21
23.06.2023 23:00;17;17;16;16;17;18;20;19;21;17;17;19;20
24.06.2023 00:00;17;17;16;17;16;18;20;21;21;17;20;21;23
24.06.2023 01:00;17;16;16;16;17;18;20;22;23;17;18;19;20
24.06.2023 02:00;19;17;18;15;17;21;22;24;25;19;19;22;22
24.06.2023 03:00;22;19;20;16;18;25;26;27;27;23;20;26;26
24.06.2023 04:00;23;20;21;19;22;25;29;28;29;23;22;25;27
24.06.2023 05:00;22;22;19;21;22;22;25;25;25;22;21;24;25
24.06.2023 06:00;21;20;17;21;20;21;22;22;22;21;20;22;21
24.06.2023 07:00;20;19;17;21;19;20;20;21;22;20;19;21;21
24.06.2023 08:00;19;20;16;19;18;19;20;20;20;19;18;21;20
24.06.2023 09:00;18;19;15;18;17;18;19;19;19;19;17;20;20
24.06.2023 10:00;17;15;14;18;15;17;17;17;19;17;16;18;17
24.06.2023 11:00;19;16;13;20;14;20;19;16;19;16;13;18;16
24.06.2023 12:00;18;19;13;21;14;19;;19;21;16;15;19;17
24.06.2023 13:00;18;19;13;20;14;18;;16;19;16;14;18;17
24.06.2023 14:00;18;18;16;20;14;17;;17;20;19;15;20;17
24.06.2023 15:00;20;16;16;20;17;16;17;18;21;19;16;21;19
24.06.2023 16:00;18;15;16;18;14;17;16;17;22;18;13;21;19
24.06.2023 17:00;16;14;15;14;14;15;17;16;20;16;13;18;18
24.06.2023 18:00;15;14;14;13;13;15;15;14;19;15;12;17;16
24.06.2023 19:00;14;12;13;14;13;14;16;14;18;14;12;17;17
24.06.2023 20:00;12;13;13;13;12;15;16;14;17;12;11;16;18
24.06.2023 21:00;12;15;13;13;11;13;15;15;17;12;11;15;19
24.06.2023 22:00;13;16;16;12;13;15;17;18;19;13;13;16;25
24.06.2023 23:00;18;15;17;13;14;17;31;22;24;14;16;17;25
25.06.2023 00:00;24;15;41;14;14;20;23;25;28;17;19;18;34
25.06.2023 01:00;24;16;31;15;16;21;23;30;33;23;22;20;34
25.06.2023 02:00;26;14;22;20;18;20;22;29;33;28;23;20;35
25.06.2023 03:00;27;15;22;23;22;21;23;29;32;25;25;23;34
25.06.2023 04:00;24;17;22;26;24;21;24;27;29;21;27;26;30
25.06.2023 05:00;19;18;19;25;24;21;25;22;24;23;27;24;26
25.06.2023 06:00;19;18;19;23;24;21;22;22;24;21;25;22;25
25.06.2023 07:00;17;17;19;24;23;21;21;22;24;21;24;22;23
25.06.2023 08:00;17;18;15;25;22;20;20;22;25;19;22;21;20
25.06.2023 09:00;17;18;15;18;18;20;18;19;22;18;19;19;19
25.06.2023 10:00;15;16;13;16;14;19;18;16;18;17;14;19;18
25.06.2023 11:00;15;15;12;14;13;17;16;17;19;18;14;19;18
25.06.2023 12:00;15;14;12;15;14;15;15;16;19;15;14;17;18
25.06.2023 13:00;14;14;12;14;13;14;;16;18;15;12;16;18
25.06.2023 14:00;14;14;11;14;12;15;;15;19;14;11;17;17
25.06.2023 15:00;13;14;10;13;11;15;;16;20;14;12;17;18
25.06.2023 16:00;12;14;8;14;12;14;16;16;18;14;11;15;17
25.06.2023 17:00;14;14;9;15;12;14;14;15;19;13;11;16;16
25.06.2023 18:00;14;14;10;14;11;15;15;16;20;14;12;16;17
25.06.2023 19:00;12;12;11;14;12;13;16;14;18;14;12;15;16
25.06.2023 20:00;13;15;11;13;12;13;13;13;16;14;12;15;17
25.06.2023 21:00;14;15;10;13;13;14;16;15;18;12;12;15;16
25.06.2023 22:00;17;18;11;14;13;18;16;17;20;15;16;19;21
25.06.2023 23:00;20;20;13;17;16;19;18;18;23;17;17;21;22
26.06.2023 00:00;21;23;15;19;19;23;17;20;25;20;19;23;24
26.06.2023 01:00;19;24;16;21;21;21;19;24;26;21;20;24;25
26.06.2023 02:00;20;25;17;23;23;20;22;25;27;22;21;25;28
26.06.2023 03:00;22;25;19;23;24;22;21;27;28;23;22;26;28
26.06.2023 04:00;22;26;21;23;25;22;23;30;33;25;25;27;29
26.06.2023 05:00;24;26;23;24;25;25;26;32;36;27;27;30;32
26.06.2023 06:00;26;24;25;25;28;29;32;39;42;31;31;33;38
26.06.2023 07:00;28;22;27;26;30;30;36;44;46;32;32;35;38
26.06.2023 08:00;32;22;26;27;29;27;33;39;42;34;31;44;39
26.06.2023 09:00;27;19;19;25;27;24;29;29;35;29;28;33;30
26.06.2023 10:00;20;18;15;20;20;21;24;26;32;29;22;28;27
26.06.2023 11:00;18;15;13;17;12;17;23;20;26;17;17;24;22
26.06.2023 12:00;16;12;11;14;10;14;21;16;21;14;14;22;17
26.06.2023 13:00;17;11;10;12;11;14;21;16;21;16;14;20;17
26.06.2023 14:00;14;12;11;12;11;13;18;16;19;15;13;21;20
26.06.2023 15:00;15;13;12;13;11;14;20;17;23;15;13;19;18
26.06.2023 16:00;19;14;14;13;12;19;21;21;27;17;15;22;20
26.06.2023 17:00;23;23;20;26;17;21;30;30;36;23;19;27;27
26.06.2023 18:00;15;12;13;18;15;14;17;16;16;16;14;18;18
26.06.2023 19:00;17;15;14;16;11;17;18;17;18;18;18;20;21
26.06.2023 20:00;17;17;15;15;15;17;20;19;20;19;19;20;22
26.06.2023 21:00;17;20;15;15;18;17;20;20;21;19;18;20;23
26.06.2023 22:00;16;14;15;14;20;17;20;18;20;18;19;21;20
26.06.2023 23:00;14;11;13;10;18;14;14;14;16;14;16;18;16
27.06.2023 00:00;12;9;11;9;13;12;13;12;14;13;13;15;14
27.06.2023 01:00;11;8;9;7;9;11;11;11;14;11;12;13;12
27.06.2023 02:00;11;10;10;7;10;12;12;12;13;12;11;13;12
27.06.2023 03:00;11;10;10;8;11;13;13;12;14;13;12;14;13
27.06.2023 04:00;11;11;11;10;10;13;14;13;15;15;12;15;14
27.06.2023 05:00;13;12;11;11;11;14;17;13;14;15;14;15;14
27.06.2023 06:00;13;12;11;13;12;15;19;13;15;16;14;15;14
27.06.2023 07:00;13;12;12;13;12;15;22;14;15;20;15;17;15
27.06.2023 08:00;13;12;13;16;12;16;24;16;18;23;15;22;18
27.06.2023 09:00;15;12;14;17;13;17;22;18;21;23;15;22;19
27.06.2023 10:00;14;13;13;19;12;15;17;15;17;21;13;21;17
27.06.2023 11:00;14;11;11;17;10;14;16;15;17;17;12;18;15
27.06.2023 12:00;9;10;9;13;9;11;14;14;16;12;11;16;14
27.06.2023 13:00;10;10;10;11;9;10;14;17;23;14;12;17;12
27.06.2023 14:00;9;6;8;9;6;8;15;16;19;8;10;13;11
27.06.2023 15:00;8;7;8;12;7;9;12;12;16;10;9;15;10
27.06.2023 16:00;10;8;9;10;6;9;16;19;25;11;10;14;11
27.06.2023 17:00;9;9;8;8;7;10;17;17;19;11;9;16;12
27.06.2023 18:00;6;7;7;6;6;7;12;10;11;12;8;10;9
27.06.2023 19:00;5;6;5;6;6;6;9;7;9;6;8;9;9
27.06.2023 20:00;6;6;8;6;5;7;11;8;10;8;10;13;13
27.06.2023 21:00;7;7;8;7;6;8;11;11;12;9;10;13;11
27.06.2023 22:00;9;7;10;9;6;9;13;14;14;9;12;12;12
27.06.2023 23:00;8;7;11;8;7;8;12;13;14;9;11;12;12
28.06.2023 00:00;7;7;8;8;7;9;10;11;12;9;10;12;11
28.06.2023 01:00;8;8;8;9;8;9;13;11;11;9;10;12;10
28.06.2023 02:00;9;9;8;11;8;10;12;11;11;10;;13;11
28.06.2023 03:00;10;9;9;11;9;10;12;10;11;11;;12;11
28.06.2023 04:00;10;9;9;12;9;11;12;11;12;12;;12;11
28.06.2023 05:00;10;10;9;13;9;11;12;10;12;12;;12;11
28.06.2023 06:00;10;10;9;14;9;12;13;10;12;12;;13;12
28.06.2023 07:00;11;10;9;14;9;13;15;11;12;13;;13;12
28.06.2023 08:00;11;10;10;13;10;13;17;14;14;13;;15;14
28.06.2023 09:00;12;10;10;13;10;14;18;13;15;15;;16;15
28.06.2023 10:00;12;10;11;14;10;13;20;14;17;14;;16;15
28.06.2023 11:00;12;9;10;13;10;12;14;13;15;13;;17;14
28.06.2023 12:00;11;10;11;13;10;11;13;14;17;14;;15;15
28.06.2023 13:00;11;10;10;12;9;12;13;13;17;12;;16;15
28.06.2023 14:00;12;10;10;11;10;12;15;14;19;20;;21;15
28.06.2023 15:00;12;10;11;12;11;12;14;15;18;12;;17;15
28.06.2023 16:00;12;10;10;10;10;11;14;12;15;12;;16;14
28.06.2023 17:00;11;10;10;11;10;11;13;13;17;12;;16;13
28.06.2023 18:00;12;9;10;12;10;10;16;12;15;11;;15;15
28.06.2023 19:00;10;10;10;12;10;10;13;12;14;10;;15;13
28.06.2023 20:00;10;10;10;12;10;10;13;11;15;10;;14;15
28.06.2023 21:00;11;9;11;11;10;11;13;12;15;11;;17;14
28.06.2023 22:00;11;10;11;10;10;13;15;12;15;12;;16;17
28.06.2023 23:00;17;11;14;11;11;13;18;18;20;14;;16;23
29.06.2023 00:00;14;10;18;12;13;14;17;24;26;18;;18;23
29.06.2023 01:00;13;10;18;13;14;13;18;25;26;21;;18;20
29.06.2023 02:00;15;11;14;15;14;13;16;21;22;14;;18;21
29.06.2023 03:00;14;11;13;15;14;13;16;17;18;16;;17;19
29.06.2023 04:00;15;12;13;15;15;14;16;18;18;17;;18;19
29.06.2023 05:00;16;12;13;15;15;15;19;20;20;18;;19;18
29.06.2023 06:00;16;12;14;14;14;17;25;24;25;17;;20;19
29.06.2023 07:00;17;12;15;14;15;16;24;22;22;18;;22;21
29.06.2023 08:00;19;11;14;16;17;16;29;21;24;22;;23;22
29.06.2023 09:00;21;11;14;17;18;16;22;20;24;17;;25;20
29.06.2023 10:00;;10;12;15;16;16;27;42;61;17;;20;20
29.06.2023 11:00;;11;11;15;8;16;22;25;26;14;;15;17
29.06.2023 12:00;;12;12;12;10;15;20;18;20;12;;17;16
29.06.2023 13:00;14;11;12;11;7;15;18;16;18;14;;17;16
29.06.2023 14:00;14;11;12;12;9;14;18;18;22;15;;19;18
29.06.2023 15:00;14;11;13;14;11;16;21;22;25;16;;20;21
29.06.2023 16:00;13;11;14;15;11;17;19;20;25;16;;19;23
29.06.2023 17:00;13;11;14;15;10;15;25;18;22;19;;21;21
29.06.2023 18:00;14;11;12;13;11;15;21;18;22;14;;19;20
29.06.2023 19:00;15;11;12;14;10;16;19;17;21;14;;18;20
29.06.2023 20:00;13;11;14;13;10;15;19;18;20;15;;18;20
29.06.2023 21:00;14;11;15;13;12;16;19;20;21;16;;19;20
29.06.2023 22:00;15;13;14;14;14;21;20;21;25;16;;25;22
29.06.2023 23:00;19;17;16;18;16;21;18;20;24;17;;25;24
30.06.2023 00:00;20;17;17;19;18;21;23;23;25;20;;27;26
30.06.2023 01:00;21;19;18;19;25;21;23;24;26;21;;26;27
30.06.2023 02:00;21;19;17;20;25;19;21;22;24;22;;24;25
30.06.2023 03:00;20;18;18;21;22;20;20;20;22;21;;23;23
30.06.2023 04:00;21;18;18;24;21;20;20;20;22;20;;23;22
30.06.2023 05:00;22;19;18;24;19;20;20;21;22;21;;23;22
30.06.2023 06:00;21;19;17;23;19;20;25;23;24;20;;23;24
30.06.2023 07:00;22;21;18;22;19;20;22;22;23;20;;24;24
30.06.2023 08:00;19;18;17;23;19;18;25;23;24;19;;23;24
30.06.2023 09:00;17;16;15;21;18;18;26;22;24;20;;23;21
30.06.2023 10:00;17;15;17;19;18;18;22;20;22;18;;22;22
30.06.2023 11:00;19;18;16;19;18;20;23;22;24;19;;25;22
30.06.2023 12:00;23;23;19;19;16;25;26;26;29;23;;28;25
30.06.2023 13:00;25;20;23;30;17;26;29;29;31;27;;29;30
30.06.2023 14:00;21;18;20;25;20;22;24;24;27;22;;25;25
30.06.2023 15:00;11;9;14;13;17;12;17;19;22;14;;15;19
30.06.2023 16:00;12;11;10;11;12;12;13;13;15;11;;14;15
30.06.2023 17:00;10;9;10;12;8;12;15;13;16;11;;15;15
30.06.2023 18:00;9;9;8;11;9;10;14;11;11;9;;13;14
30.06.2023 19:00;9;8;9;10;9;9;14;13;13;9;;12;17
30.06.2023 20:00;8;8;7;9;7;9;14;11;12;8;;11;14
30.06.2023 21:00;8;8;8;9;7;10;12;11;11;9;;12;15
30.06.2023 22:00;9;9;9;10;8;10;13;13;14;11;;11;14
30.06.2023 23:00;9;10;10;10;10;12;15;14;15;11;;13;15
01.07.2023 00:00;11;10;12;9;11;12;14;15;15;12;;13;14
01.07.2023 01:00;12;10;11;10;11;13;18;14;15;12;;13;14
01.07.2023 02:00;11;11;11;11;11;13;15;15;16;12;;13;16
01.07.2023 03:00;12;14;11;12;12;14;16;16;16;12;;15;15
01.07.2023 04:00;13;14;12;11;12;15;16;16;16;13;;16;17
01.07.2023 05:00;14;15;12;13;13;15;16;16;17;14;;16;17
01.07.2023 06:00;15;14;13;13;13;16;18;18;18;15;;18;17
01.07.2023 07:00;16;16;14;13;14;18;20;19;20;17;;20;19
01.07.2023 08:00;18;17;15;17;16;19;24;22;24;19;;21;21
01.07.2023 09:00;17;15;15;19;17;18;22;22;24;19;;24;21
01.07.2023 10:00;14;14;13;17;13;14;18;18;20;17;;21;19
01.07.2023 11:00;13;12;12;16;11;13;15;15;19;16;;21;17
01.07.2023 12:00;15;13;13;14;10;15;16;18;22;21;;18;18
01.07.2023 13:00;16;15;14;15;11;17;18;18;21;19;;22;19
01.07.2023 14:00;20;17;16;18;10;20;20;20;23;23;;25;22
01.07.2023 15:00;19;16;18;20;13;19;22;21;25;28;;25;24
01.07.2023 16:00;20;17;19;19;13;18;22;20;25;22;;24;23
01.07.2023 17:00;23;17;21;20;13;19;23;22;27;22;;24;23
01.07.2023 18:00;19;13;18;20;16;15;19;19;22;20;;23;21
01.07.2023 19:00;17;14;16;17;13;15;19;18;21;17;;19;19
01.07.2023 20:00;15;13;16;11;13;14;20;18;19;17;;21;20
01.07.2023 21:00;10;10;13;11;10;11;14;13;13;11;;13;14
01.07.2023 22:00;10;10;16;10;9;12;14;12;13;11;;12;13
01.07.2023 23:00;10;10;14;10;8;11;11;12;12;11;;12;12
02.07.2023 00:00;9;8;11;10;7;9;10;10;10;9;;10;10
02.07.2023 01:00;7;7;9;10;6;8;10;9;10;8;;9;10
02.07.2023 02:00;7;6;6;9;6;7;9;9;9;8;;8;9
02.07.2023 03:00;7;7;6;9;6;7;11;8;9;7;;8;8
02.07.2023 04:00;9;9;8;10;7;10;11;10;11;10;;11;11
02.07.2023 05:00;13;10;10;12;10;12;14;12;13;13;;14;13
02.07.2023 06:00;12;9;9;13;9;11;12;11;11;12;;13;12
02.07.2023 07:00;12;9;9;12;9;11;13;11;11;11;;12;11
02.07.2023 08:00;11;10;10;14;9;12;13;12;12;12;;14;13
02.07.2023 09:00;14;11;11;14;10;13;14;13;14;15;;15;15
02.07.2023 10:00;14;11;11;15;10;13;15;13;14;14;;15;15
02.07.2023 11:00;14;12;12;16;11;14;15;14;15;15;;16;15
02.07.2023 12:00;14;13;12;19;11;13;15;13;14;15;;17;15
02.07.2023 13:00;21;16;15;22;12;17;17;16;18;20;;23;18
02.07.2023 14:00;27;24;22;31;17;26;26;25;28;28;;34;27
02.07.2023 15:00;25;22;22;30;21;24;24;24;27;27;;40;26
02.07.2023 16:00;26;21;23;27;20;23;23;23;28;27;;34;26
02.07.2023 17:00;24;19;22;26;18;21;22;21;25;24;;27;24
02.07.2023 18:00;23;18;20;25;17;21;21;21;24;22;;25;23
